"numero_tombo","especie","autoria","familia","genero","nome_comum","dia_inicio","mes_inicio","ano_inicio","dia_fim","mes_fim","ano_fim","data_registro","coletor","determinador","tipo_de_registro","pais","codigo_pais","estado","municipio","localidade","latitude","longitude","numero_individuos","ambiente"
"MN-0043124","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","10","12","2015","10","03","2016","10/12/2015","J. Pereira","M. Andrade","Observação em campo","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.63984","-54.12747","3","Campos do Pampa"
"MN-0043674","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","13","04","2024","13","04","2024","13/04/2024","M. Andrade","C. Lima","Espécime preservado","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.50459","-37.28484","4","Caatinga arbórea"
"MN-0042905","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","05","03","2020","05","06","2020","05/03/2020","M. Andrade","B. Carvalho","Coleta","","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.69102","-35.17346","1","Floresta Atlântica"
"MN-0043592","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","02","11","2018","02","02","2019","02/11/2018","M. Andrade","G. Nunes","Coleta","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.32435","-52.88842","2","Cerrado / campo limpo"
"","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","26","04","2019","26","05","2019","26/04/2019","L. Souza","A. Maciel","Coleta","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.76339","-51.4199","1","Floresta de terra firme"
"MN-0042988","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","24","04","2023","24","05","2023","24/04/2023","B. Carvalho","J. Pereira","Material preservado (herbário)","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.11286","-47.55022","2","Cerrado sentido restrito"
"MN-0042836","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","16","03","2022","16","12","2022","2022/03/16","B. Carvalho","F. Oliveira","Observação em campo","BRASIL","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.24033","-52.92695","2","Cerrado / campo limpo"
"MN-0043677","Victoria amazonica","(Poepp.) J.C.Sowerby","Nymphaeaceae","Victoria","Vitória-régia","06","10","2023","06","01","2024","06/10/2023","J. Pereira","C. Lima","Material preservado (herbário)","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.11426","-64.84397","2","Várzea amazônica"
"MN-0042945","Pteronura brasiliensis","(Zimmermann, 1780)","Mustelidae","Pteronura","Ariranha","27","03","2017","27","04","2017","27/03/2017","C. Lima","D. Rocha","Observação em campo","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.38214","-56.77459","3","Planície de inundação do Pantanal"
"MN-0043807","Mycteria americana","Linnaeus, 1758","Ciconiidae","Mycteria","Cabeça-seca","08","01","2015","08","01","2015","08/01/2015","B. Carvalho","D. Rocha","Registro fotográfico","Brasil","BR","Mato Grosso do Sul","Corumbá","Estrada Parque Pantanal","-19.0037","-57.61573","1","Planície de inundação do Pantanal"
"MN-0043511","Leopardus geoffroyi","(d'Orbigny & Gervais, 1844)","Felidae","Leopardus","Gato-do-mato-grande","28","02","2018","28","03","2019","28/02/2018","L. Souza","C. Lima","Observação","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.1803","-57.53526","3","Savana-estépica (Pampa)"
"MN-0043804","Blastocerus dichotomus","(Illiger, 1815)","Cervidae","Blastocerus","Cervo-do-pantanal","12","10","2021","12","01","2022","12/10/2021","C. Lima","F. Oliveira","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.36727","-56.74542","2","Planície de inundação do Pantanal"
"MN-0043720","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","03","01","2019","03","04","2019","03/01/2019","D. Rocha","G. Nunes","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.71729","-53.8263","3","Campos do Pampa"
"MN-0043272","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","12","07","2022","12","09","2022","2022/07/12","G. Nunes","B. Carvalho","Registro fotográfico","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.65559","-38.48464","2","Caatinga arbórea"
"MN-0043742","Caryocar brasiliense","Cambess.","Caryocaraceae","Caryocar","Pequi","27","10","2018","27","01","2019","27/10/2018","M. Andrade","A. Maciel","Espécime preservado","","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.28038","-52.89695","3","Cerrado / campo limpo"
"MN-0043305","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","23","11","2018","23","12","2019","23/11/2018 07:27","L. Souza","R. Cunha","Armadilha fotográfica","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.33921","-56.72766","5","Planície de inundação do Pantanal"
"MN-0043850","Paroaria dominicana","(Linnaeus, 1758)","Thraupidae","Paroaria","Cardeal-do-nordeste","22","10","2018","22","11","2018","22/10/2018","F. Oliveira","J. Pereira","Registro fotográfico","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.50916","-37.25076","1","Caatinga arbórea"
"MN-0042949","Caryocar brasiliense","Cambess.","Caryocaraceae","Caryocar","Pequi","06","04","2021","06","04","2021","06/04/2021","R. Cunha","P. Santos","Material preservado (herbário)","Brasil","BR","Distrito Federal","Brasília","Estação Ecológica de Águas Emendadas","-15.56003","-47.57358","5","Cerrado / vereda"
"MN-0043249","Jabiru mycteria","(Lichtenstein, 1819)","Ciconiidae","Jabiru","Tuiuiú","28","08","2019","28","11","2019","28/08/2019 04:05","R. Cunha","J. Pereira","Registro fotográfico","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.92506","-56.26631","2","Planície de inundação do Pantanal"
"MN-0042919","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","27","08","2023","27","12","2024","27/08/2023","R. Cunha","M. Andrade","Armadilha fotográfica","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.26596","-46.52776","1","Campo rupestre / rio de planalto"
"MN-0043563","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","27","07","2015","27","09","2015","27/07/2015","C. Lima","M. Andrade","Registro fotográfico","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.61356","-38.50247","1","Caatinga arbórea"
"MN-0043718","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","07","04","2022","07","06","2022","07/04/2022","C. Lima","T. Almeida","Espécime preservado","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.22401","-36.44578","1","Brejo de altitude"
"MN-0042834","Crax blumenbachii","Spix, 1825","Cracidae","Crax","Mutum-do-sudeste","16","01","2016","16","01","2016","16/01/2016","C. Lima","F. Oliveira","Observação em campo","Brasil","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.15151","-40.10792","3","Floresta de tabuleiro"
"MN-0043640","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","02","03","2016","02","03","2016","02/03/2016","M. Andrade","P. Santos","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.64352","-54.11836","2","Campos do Pampa"
"MN-0043138","Paubrasilia echinata","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","Fabaceae","Paubrasilia","Pau-brasil","16","07","2021","16","07","2021","16/07/2021","T. Almeida","R. Cunha","Coleta","Brasil","BR","Bahia","Una","Reserva Biológica de Una","-15.19533","-39.11085","4","Floresta Atlântica"
"MN-0043243","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","11","07","2018","11","07","2018","11/07/2018","L. Souza","J. Pereira","Coleta","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.2677","-36.42988","1","Brejo de altitude"
"MN-0043610","Antilophia galeata","(Lichtenstein, 1823)","Pipridae","Antilophia","Soldadinho","16","12","2024","16","02","2025","16/12/2024","F. Oliveira","D. Rocha","Registro fotográfico","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.16691","-47.53586","4","Cerrado sentido restrito"
"MN-0043072","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","10","02","2019","10","02","2019","10/02/2019","F. Oliveira","M. Andrade","Coleta","BRASIL","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.68918","-35.19946","2","Floresta Atlântica"
"MN-0043618","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","19","08","2021","19","08","2021","19/08/2021","G. Nunes","D. Rocha","Material preservado (herbário)","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.70209","-51.45316","1","Floresta de terra firme"
"","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","22","07","2021","22","07","2021","22/07/2021","M. Andrade","R. Cunha","Registro fotográfico","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.58524","-38.52831","2","Caatinga arbórea"
"MN-0042944","Spinus yarrellii","(Audubon, 1839)","Fringillidae","Spinus","Pintassilgo-do-nordeste","26","05","2016","26","05","2016","26/05/2016","F. Oliveira","M. Andrade","Registro fotográfico","BRASIL","BR","Ceará","Quixadá","Serra do Estevão","-4.99983","-39.02519","3","Caatinga / serra úmida"
"MN-0043096","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","","02","2019","","05","2019","02/2019","L. Souza","J. Pereira","Coleta","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.04095","-48.02099","2","Floresta Atlântica"
"MN-0043513","Ateles paniscus","(Linnaeus, 1758)","Atelidae","Ateles","Macaco-aranha-de-cara-vermelha","10","10","2016","10","10","2016","10/10/2016","C. Lima","F. Oliveira","Registro fotográfico","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.75855","-51.43335","1","Floresta de terra firme"
"MN-0043242","Jabiru mycteria","(Lichtenstein, 1819)","Ciconiidae","Jabiru","Tuiuiú","27","11","2017","27","11","2017","27/11/2017","B. Carvalho","J. Pereira","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.33617","-56.77645","1","Planície de inundação do Pantanal"
"MN-0043681","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","26","10","2022","26","12","2023","26/10/2022 20:36","J. Pereira","M. Andrade","Armadilha fotográfica","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.13399","-47.50941","4","Cerrado sentido restrito"
"MN-0042875","Bertholletia excelsa","Bonpl.","Lecythidaceae","Bertholletia","Castanheira-do-pará","16","07","2018","16","10","2018","16/07/2018","B. Carvalho","F. Oliveira","Espécime preservado","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.58776","-55.89384","1","Floresta amazônica (sul)"
"MN-0043545","Paubrasilia echinata","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","Fabaceae","Paubrasilia","Pau-brasil","22","08","2019","22","09","2019","22/08/2019","T. Almeida","T. Almeida","Material preservado (herbário)","Brasil","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.12002","-40.09537","1","Floresta de tabuleiro"
"MN-0042957","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","14","08","2021","14","11","2021","14/08/2021","M. Andrade","D. Rocha","Armadilha fotográfica","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.14511","-47.51397","2","Cerrado sentido restrito"
"MN-0043209","Jabiru mycteria","(Lichtenstein, 1819)","Ciconiidae","Jabiru","Tuiuiú","18","10","2023","18","10","2023","18/10/2023","J. Pereira","B. Carvalho","Observação","Brasil","BR","Mato Grosso do Sul","Corumbá","Estrada Parque Pantanal","-19.02156","-57.62868","1","Planície de inundação do Pantanal"
"MN-0043005","Xanthopsar flavus","(Gmelin, 1788)","Icteridae","Xanthopsar","Veste-amarela","26","10","2015","26","01","2016","26/10/2015","P. Santos","T. Almeida","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.66269","-53.82718","2","Campos do Pampa"
"MN-0043575","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","11","11","2015","11","01","2016","11/11/2015","P. Santos","M. Andrade","Registro fotográfico","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.43362","-44.59073","2","Floresta Atlântica montana"
"MN-0043404","Phylloscartes ceciliae","Teixeira, 1987","Tyrannidae","Phylloscartes","Cara-pintada","26","03","2023","26","03","2023","26/03/2023","C. Lima","C. Lima","Registro fotográfico","Brasil","BR","Alagoas","Murici","Estação Ecológica de Murici","-9.24989","-35.88165","2","Floresta Atlântica"
"MN-0043101","Crax blumenbachii","Spix, 1825","Cracidae","Crax","Mutum-do-sudeste","15","10","2021","15","10","2021","15/10/2021","R. Cunha","L. Souza","Observação","Brasil","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.14647","-40.04464","","Floresta de tabuleiro"
"MN-0043017","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","23","10","2018","23","10","2018","23/10/2018","M. Andrade","M. Andrade","Coleta","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.09935","-47.52348","2","Cerrado sentido restrito"
"MN-0043482","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","20","06","2020","20","08","2021","20/06/2020","G. Nunes","J. Pereira","Registro fotográfico","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.171","-47.54654","3","Cerrado sentido restrito"
"MN-0043297","Amazona pretrei","(Temminck, 1830)","Psittacidae","Amazona","Papagaio-charão","16","04","2020","16","04","2020","16/04/2020","T. Almeida","M. Andrade","Observação","Brasil","BR","Rio Grande do Sul","Carazinho","Floresta Nacional de Carazinho","-28.28629","-52.78292","1","Floresta com Araucária"
"MN-0042848","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","","03","2017","","06","2017","03/2017","T. Almeida","C. Lima","Espécime preservado","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.14826","-47.52477","6","Cerrado sentido restrito"
"MN-0042962","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","17","08","2018","17","08","2018","17/08/2018","D. Rocha","F. Oliveira","Espécime preservado","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.31673","-52.88694","1","Cerrado / campo limpo"
"MN-0043354","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","11","06","2020","11","07","2020","11/06/2020","R. Cunha","M. Andrade","Observação","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.70487","-35.2051","2","Floresta Atlântica"
"MN-0043560","Jabiru mycteria","(Lichtenstein, 1819)","Ciconiidae","Jabiru","Tuiuiú","22","08","2017","22","08","2017","22/08/2017","L. Souza","C. Lima","Observação","BRASIL","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.36182","-56.72677","1","Planície de inundação do Pantanal"
"MN-0043070","Anodorhynchus hyacinthinus","(Latham, 1790)","Psittacidae","Anodorhynchus","Arara-azul-grande","06","08","2016","06","10","2016","06/08/2016","F. Oliveira","T. Almeida","Observação em campo","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.98229","-56.31322","1","Planície de inundação do Pantanal"
"MN-0043875","Jabiru mycteria","(Lichtenstein, 1819)","Ciconiidae","Jabiru","Tuiuiú","12","05","2020","12","05","2020","12/05/2020","L. Souza","M. Andrade","Registro fotográfico","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.32349","-56.78936","","Planície de inundação do Pantanal"
"MN-0042881","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","10","07","2020","10","07","2020","10/07/2020","C. Lima","F. Oliveira","Espécime preservado","BRASIL","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.55956","-37.20739","2","Caatinga arbórea"
"MN-0043088","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","27","03","2018","27","03","2018","27/03/2018","G. Nunes","B. Carvalho","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.08455","-47.99947","3","Floresta Atlântica"
"MN-0043392","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","22","04","2020","22","04","2021","22/04/2020","R. Cunha","B. Carvalho","Armadilha fotográfica","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.149","-47.56388","2","Cerrado sentido restrito"
"MN-0043008","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","06","05","2016","06","06","2016","06/05/2016","C. Lima","R. Cunha","Registro fotográfico","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.71851","-51.45375","1","Floresta de terra firme"
"MN-0043255","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","13","03","2021","13","08","2021","13/03/2021","P. Santos","T. Almeida","Armadilha fotográfica","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.13582","-47.51919","1","Cerrado sentido restrito"
"MN-0043503","Prosopis affinis","Spreng.","Fabaceae","Prosopis","Inhanduvá","12","07","2018","12","10","2018","12/07/2018","A. Maciel","G. Nunes","Material preservado (herbário)","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.16213","-57.50596","3","Savana-estépica (Pampa)"
"MN-0043205","Pteronura brasiliensis","(Zimmermann, 1780)","Mustelidae","Pteronura","Ariranha","","06","2016","","06","2016","06/2016","P. Santos","P. Santos","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.39453","-56.78195","3","Planície de inundação do Pantanal"
"MN-0043800","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","16","12","2022","16","03","2023","16/12/2022","R. Cunha","D. Rocha","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.26714","-52.88665","6","Cerrado / campo limpo"
"MN-0042895","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","13","02","2020","13","02","2020","2020/02/13","F. Oliveira","G. Nunes","Material preservado (herbário)","Brasil","BR","Rio Grande do Sul","Canguçu","Serra do Sudeste (zona rural)","-31.3727","-52.7213","","Campos do Pampa"
"MN-0043097","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","15","12","2023","15","03","2024","15/12/2023","B. Carvalho","J. Pereira","Material preservado (herbário)","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.67778","-54.1302","5","Campos do Pampa"
"MN-0043167","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","13","03","2023","13","03","2023","13/03/2023","P. Santos","B. Carvalho","Material preservado (herbário)","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.5677","-55.95562","1","Floresta amazônica (sul)"
"MN-0043356","Caiman yacare","(Daudin, 1802)","Alligatoridae","Caiman","Jacaré-do-pantanal","08","09","2017","08","12","2017","08/09/2017","G. Nunes","T. Almeida","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.33965","-56.73808","4","Planície de inundação do Pantanal"
"MN-0043549","Pteronura brasiliensis","(Zimmermann, 1780)","Mustelidae","Pteronura","Ariranha","09","10","2015","09","10","2015","09/10/2015","L. Souza","C. Lima","Observação em campo","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.55688","-55.92637","4","Floresta amazônica (sul)"
"MN-0043472","Caiman yacare","(Daudin, 1802)","Alligatoridae","Caiman","Jacaré-do-pantanal","18","12","2017","18","12","2017","18/12/2017","A. Maciel","A. Maciel","Registro fotográfico","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.98967","-56.2768","1","Planície de inundação do Pantanal"
"MN-0043060","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","","10","2021","","12","2021","10/2021","G. Nunes","B. Carvalho","Observação","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.70255","-35.13278","1","Floresta Atlântica"
"","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","21","05","2020","21","08","2021","21/05/2020","D. Rocha","B. Carvalho","Armadilha fotográfica","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.37298","-56.74944","1","Planície de inundação do Pantanal"
"MN-0043871","Psophia viridis","Spix, 1825","Psophiidae","Psophia","Jacamim-de-costas-verdes","09","07","2024","09","07","2024","09/07/2024","R. Cunha","L. Souza","Observação","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.62205","-55.93731","1","Floresta amazônica (sul)"
"","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","17","05","2023","17","05","2023","17/05/2023","A. Maciel","P. Santos","Registro fotográfico","Brasil","BR","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-2.93754","-59.9451","1","Floresta de terra firme"
"MN-0043707","Mergus octosetaceus","Vieillot, 1817","Anatidae","Mergus","Pato-mergulhão","26","08","2021","26","10","2021","26/08/2021","F. Oliveira","G. Nunes","Registro fotográfico","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.26011","-46.54619","1","Campo rupestre / rio de planalto"
"MN-0043813","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","20","05","2019","20","08","2019","20/05/2019","A. Maciel","M. Andrade","Observação","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.40721","-44.56511","1","Floresta Atlântica montana"
"MN-0043649","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","17","05","2023","17","06","2023","17/05/2023","F. Oliveira","J. Pereira","Observação em campo","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.63864","-38.49704","2","Caatinga arbórea"
"MN-0043711","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","03","07","2016","03","09","2016","03/07/2016","T. Almeida","D. Rocha","Coleta","Brasil","BR","Rio Grande do Sul","Canguçu","Serra do Sudeste (zona rural)","-31.43748","-52.63937","3","Campos do Pampa"
"MN-0043584","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","26","09","2023","26","09","2023","26/09/2023","C. Lima","T. Almeida","Material preservado (herbário)","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.59753","-55.94118","2","Floresta amazônica (sul)"
"MN-0043032","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","06","05","2024","06","03","2025","06/05/2024","C. Lima","J. Pereira","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.24287","-52.91079","1","Cerrado / campo limpo"
"MN-0043891","Victoria amazonica","(Poepp.) J.C.Sowerby","Nymphaeaceae","Victoria","Vitória-régia","05","05","2017","05","05","2017","05/05/2017","M. Andrade","C. Lima","Material preservado (herbário)","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.10801","-64.84047","1","Várzea amazônica"
"MN-0042921","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","","02","2020","","05","2020","02/2020","D. Rocha","P. Santos","Observação","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.67427","-53.84061","3","Campos do Pampa"
"MN-0043505","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","20","11","2020","20","02","2021","20/11/2020","B. Carvalho","F. Oliveira","Registro fotográfico","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.59978","-38.4677","2","Caatinga arbórea"
"MN-0042931","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","14","04","2024","14","07","2025","14/04/2024","P. Santos","J. Pereira","Armadilha fotográfica","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.59731","-55.96343","4","Floresta amazônica (sul)"
"MN-0042857","Caryocar brasiliense","Cambess.","Caryocaraceae","Caryocar","Pequi","04","08","2016","04","09","2016","04/08/2016","M. Andrade","D. Rocha","Coleta","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.26274","-52.87985","1","Cerrado / campo limpo"
"MN-0043877","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","06","03","2024","06","04","2024","06/03/2024","G. Nunes","J. Pereira","Observação em campo","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.51272","-42.25777","1","Floresta Atlântica"
"MN-0043506","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","23","12","2023","23","03","2024","23/12/2023","L. Souza","P. Santos","Espécime preservado","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.30123","-52.91242","3","Cerrado / campo limpo"
"MN-0043353","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","07","09","2024","07","10","2024","07/09/2024","A. Maciel","P. Santos","Coleta","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.223","-36.45671","1","Brejo de altitude"
"MN-0043012","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","27","11","2021","27","12","2021","27/11/2021","L. Souza","R. Cunha","Material preservado (herbário)","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.73046","-35.16502","1","Floresta Atlântica"
"MN-0043294","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","17","08","2019","17","09","2019","17/08/2019","A. Maciel","R. Cunha","Registro fotográfico","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.2555","-46.4831","1","Campo rupestre / rio de planalto"
"MN-0043069","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","24","02","2023","24","04","2023","24/02/2023","F. Oliveira","M. Andrade","Observação em campo","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.6089","-55.91512","2","Floresta amazônica (sul)"
